time,temperature
2026-02-12 16:52:13.959+00,25.09
2026-02-12 16:52:18.977+00,25.27
2026-02-12 16:52:24.034+00,24.66
2026-02-12 16:52:29.013+00,24.71
2026-02-12 16:52:34.031+00,25.45
2026-02-12 16:52:38.946+00,24.63
2026-02-12 16:52:43.963+00,25.35
2026-02-12 16:52:48.91+00,25.31
2026-02-12 16:52:53.914+00,25.4
2026-02-12 16:52:59.016+00,25.02
2026-02-12 16:53:04.04+00,24.89
2026-02-12 16:53:08.967+00,24.64
2026-02-12 16:53:13.966+00,24.57
2026-02-12 16:53:18.985+00,25.12
2026-02-12 16:53:24.001+00,25.01
2026-02-12 16:53:29.344+00,25.14
2026-02-12 16:53:33.959+00,25.29
2026-02-12 16:53:38.951+00,24.9
2026-02-12 16:53:43.971+00,24.76
2026-02-12 16:53:48.986+00,24.73
2026-02-12 16:53:54.014+00,24.52
2026-02-12 16:53:59.029+00,25.24
2026-02-12 16:54:03.939+00,24.57
2026-02-12 16:54:08.954+00,24.69
2026-02-12 16:54:13.973+00,24.72
2026-02-12 16:54:18.994+00,24.71
2026-02-12 16:54:24.012+00,25.25
2026-02-12 16:54:29.024+00,24.91
2026-02-12 16:54:33.939+00,25.01
2026-02-12 16:54:38.971+00,24.56
2026-02-12 16:54:43.99+00,25.05
2026-02-12 16:54:48.993+00,24.76
2026-02-12 16:54:54.052+00,25.21
2026-02-12 16:54:58.932+00,24.68
2026-02-12 16:55:03.942+00,25.3
2026-02-12 16:55:08.963+00,25.14
2026-02-12 16:55:13.986+00,25.49
2026-02-12 16:55:18.997+00,24.96
2026-02-12 16:55:24.012+00,24.92
2026-02-12 16:55:28.927+00,25.11
2026-02-12 16:55:33.945+00,25.49
2026-02-12 16:55:38.963+00,24.61
2026-02-12 16:55:43.981+00,25.37
2026-02-12 16:55:49.001+00,25.42
2026-02-12 16:55:54.019+00,24.75
2026-02-12 16:55:58.932+00,25.15
2026-02-12 16:56:03.949+00,25.07
2026-02-12 16:56:08.97+00,24.8
2026-02-12 16:56:13.989+00,25.24
2026-02-12 16:56:19.006+00,24.97
2026-02-12 16:56:24.021+00,24.79
2026-02-12 16:56:28.939+00,24.7
2026-02-12 16:56:33.953+00,24.71
2026-02-12 16:56:38.969+00,24.57
2026-02-12 16:56:43.988+00,24.58
2026-02-12 16:56:49.005+00,25.36
2026-02-12 16:56:54.022+00,24.62
2026-02-12 16:56:58.938+00,25.19
2026-02-12 16:57:03.972+00,24.5
2026-02-12 16:57:08.974+00,24.96
2026-02-12 16:57:14.093+00,24.77
2026-02-12 16:57:19.01+00,24.51
2026-02-12 16:57:24.026+00,24.96
2026-02-12 16:57:28.941+00,25.03
2026-02-12 16:57:33.963+00,25.37
2026-02-12 16:57:38.979+00,25.46
2026-02-12 16:57:44.005+00,25.25
2026-02-12 16:57:49.008+00,24.5
2026-02-12 16:57:53.926+00,25.05
2026-02-12 16:57:58.944+00,24.65
2026-02-12 16:58:03.961+00,24.51
2026-02-12 16:58:08.977+00,25.06
2026-02-12 16:58:13.995+00,24.81
2026-02-12 16:58:19.014+00,25.05
2026-02-12 16:58:23.928+00,25.29
2026-02-12 16:58:28.953+00,25.43
2026-02-12 16:58:34.068+00,25.21
2026-02-12 16:58:38.981+00,24.67
2026-02-12 16:58:44.001+00,24.89
2026-02-12 16:58:49.015+00,24.71
2026-02-12 16:58:53.933+00,25.03
2026-02-12 16:58:58.951+00,24.52
2026-02-12 16:59:03.971+00,25.36
2026-02-12 16:59:08.984+00,25.42
2026-02-12 16:59:13.943+00,24.9
2026-02-12 16:59:19.022+00,24.81
2026-02-12 16:59:23.937+00,24.74
2026-02-12 16:59:29.055+00,24.9
2026-02-12 16:59:33.975+00,25.48
2026-02-12 16:59:38.989+00,25.16
2026-02-12 16:59:44.007+00,25.11
2026-02-12 16:59:49.139+00,24.54
2026-02-12 16:59:53.95+00,24.87
2026-02-12 16:59:58.958+00,25.19
2026-02-12 17:00:03.975+00,25.05
2026-02-12 17:00:08.992+00,25.41
2026-02-12 17:00:14.017+00,24.87
2026-02-12 17:00:19.029+00,25
2026-02-12 17:00:24.048+00,24.77
2026-02-12 17:00:28.962+00,25.37
2026-02-12 17:00:33.978+00,24.78
2026-02-12 17:00:38.997+00,24.62
2026-02-12 17:00:44.014+00,25.19
2026-02-12 17:00:49.027+00,25.27
2026-02-12 17:00:53.957+00,24.77
2026-02-12 17:00:58.961+00,24.86
2026-02-12 17:01:03.979+00,24.66
2026-02-12 17:01:08.999+00,24.98
2026-02-12 17:01:14.015+00,25.4
2026-02-12 17:01:18.939+00,24.94
2026-02-12 17:01:23.951+00,25.25
2026-02-12 17:01:28.966+00,24.99
2026-02-12 17:01:33.982+00,24.87
2026-02-12 17:01:38.999+00,24.56
2026-02-12 17:01:44.018+00,25.49
2026-02-12 17:01:48.932+00,25.08
2026-02-12 17:01:53.951+00,25.41
2026-02-12 17:01:58.972+00,24.84
2026-02-12 17:02:03.985+00,24.79
2026-02-12 17:02:09.002+00,24.79
2026-02-12 17:02:14.024+00,24.72
2026-02-12 17:02:19.05+00,24.75
2026-02-12 17:02:23.952+00,24.51
2026-02-12 17:02:28.975+00,24.96
2026-02-12 17:02:33.989+00,25.37
2026-02-12 17:02:39.009+00,24.54
2026-02-12 17:02:44.031+00,25.1
2026-02-12 17:02:48.938+00,24.86
2026-02-12 17:02:53.955+00,24.81
2026-02-12 17:02:58.973+00,24.65
2026-02-12 17:03:03.991+00,24.93
2026-02-12 17:03:09.008+00,25.05
2026-02-12 17:03:14.027+00,24.92
2026-02-12 17:03:18.959+00,25.09
2026-02-12 17:03:23.98+00,25.11
2026-02-12 17:03:28.965+00,24.77
2026-02-12 17:03:33.996+00,25.25
2026-02-12 17:03:39.019+00,24.68
2026-02-12 17:03:43.926+00,24.59
2026-02-12 17:03:48.943+00,25.27
2026-02-12 17:03:53.974+00,25.49
2026-02-12 17:03:58.984+00,24.68
2026-02-12 17:04:03.998+00,25.03
2026-02-12 17:04:09.019+00,24.54
2026-02-12 17:04:13.929+00,25.25
2026-02-12 17:04:18.954+00,25.02
2026-02-12 17:04:23.972+00,25.11
2026-02-12 17:04:28.993+00,25.45
2026-02-12 17:04:34.003+00,24.57
2026-02-12 17:04:39.025+00,25.35
2026-02-12 17:04:43.936+00,25.1
2026-02-12 17:04:48.966+00,24.9
2026-02-12 17:04:53.97+00,24.9
2026-02-12 17:04:58.988+00,25.33
2026-02-12 17:05:04.005+00,24.88
2026-02-12 17:05:09.021+00,24.52
2026-02-12 17:05:13.938+00,24.96
2026-02-12 17:05:18.953+00,24.82
2026-02-12 17:05:23.976+00,25.46
2026-02-12 17:05:28.991+00,24.89
2026-02-12 17:05:34.228+00,24.82
2026-02-12 17:05:39.025+00,25.09
2026-02-12 17:05:44.466+00,25.42
2026-02-12 17:05:49.174+00,24.74
2026-02-12 17:06:04.524+00,24.87
2026-02-12 17:06:04.634+00,25.44
2026-02-12 17:06:04.636+00,24.74
2026-02-12 17:06:09.026+00,24.69
2026-02-12 17:06:13.941+00,24.78
2026-02-12 17:06:19.115+00,24.92
2026-02-12 17:06:23.982+00,25.05
2026-02-12 17:06:29.001+00,24.76
2026-02-12 17:06:34.013+00,24.8
2026-02-12 17:06:39.368+00,25
2026-02-12 17:06:43.946+00,25.2
2026-02-12 17:06:48.965+00,25.15
2026-02-12 17:06:54.502+00,24.96
2026-02-12 17:07:01.149+00,25.45
2026-02-12 17:07:04.016+00,25.27
2026-02-12 17:07:09.146+00,25.34
2026-02-12 17:07:13.948+00,25.34
2026-02-12 17:07:18.965+00,24.52
2026-02-12 17:07:23.982+00,24.88
2026-02-12 17:07:29.108+00,25.28
2026-02-12 17:07:34.018+00,24.69
2026-02-12 17:07:38.935+00,24.9
2026-02-12 17:07:43.95+00,24.85
2026-02-12 17:07:48.969+00,24.58
2026-02-12 17:07:53.985+00,25.13
2026-02-12 17:07:59.015+00,24.88
2026-02-12 17:08:03.926+00,25.09
2026-02-12 17:08:08.938+00,24.91
2026-02-12 17:08:13.959+00,24.71
2026-02-12 17:08:18.971+00,24.75
2026-02-12 17:08:23.99+00,24.55
2026-02-12 17:08:29.009+00,24.99
2026-02-12 17:08:33.921+00,24.63
2026-02-12 17:08:38.941+00,25.34
2026-02-12 17:08:43.957+00,25.09
2026-02-12 17:08:48.907+00,24.98
2026-02-12 17:08:53.926+00,25.08
2026-02-12 17:08:59.024+00,24.74
2026-02-12 17:09:03.925+00,25.07
2026-02-12 17:09:08.943+00,24.92
2026-02-12 17:09:14.071+00,24.97
2026-02-12 17:09:18.979+00,24.84
2026-02-12 17:09:23.994+00,24.54
2026-02-12 17:09:29.013+00,25.45
2026-02-12 17:09:33.928+00,25.28
2026-02-12 17:09:38.951+00,24.97
2026-02-12 17:09:43.967+00,24.86
2026-02-12 17:09:48.982+00,25.33
2026-02-12 17:09:54.001+00,24.77
2026-02-12 17:09:59.143+00,25.07
2026-02-12 17:10:03.935+00,24.87
2026-02-12 17:10:08.949+00,25.01
2026-02-12 17:10:13.978+00,24.5
2026-02-12 17:10:19.008+00,24.96
2026-02-12 17:10:24.001+00,24.7
2026-02-12 17:10:29.019+00,25.36
2026-02-12 17:10:33.941+00,24.62
2026-02-12 17:10:38.954+00,24.87
2026-02-12 17:10:44.098+00,24.52
2026-02-12 17:10:48.985+00,25.1
2026-02-12 17:10:54.004+00,25.25
2026-02-12 17:10:58.92+00,24.76
2026-02-12 17:11:03.936+00,24.73
2026-02-12 17:11:08.964+00,25.23
2026-02-12 17:11:13.981+00,25.05
2026-02-12 17:11:18.99+00,24.97
2026-02-12 17:11:24.017+00,25.4
2026-02-12 17:11:28.924+00,24.52
2026-02-12 17:11:33.939+00,25.46
2026-02-12 17:11:38.958+00,25.16
2026-02-12 17:11:43.982+00,24.95
2026-02-12 17:11:48.994+00,25.09
2026-02-12 17:11:54.011+00,24.65
2026-02-12 17:11:58.94+00,25.06
2026-02-12 17:12:03.955+00,24.83
2026-02-12 17:12:08.966+00,24.57
2026-02-12 17:12:13.979+00,24.55
2026-02-12 17:12:18.995+00,24.51
2026-02-12 17:12:24.013+00,24.54
2026-02-12 17:12:28.93+00,24.82
2026-02-12 17:12:33.946+00,24.59
2026-02-12 17:12:38.97+00,24.5
2026-02-12 17:12:43.982+00,24.91
2026-02-12 17:12:49.001+00,25.13
2026-02-12 17:12:54.016+00,25.35
2026-02-12 17:12:58.937+00,24.78
2026-02-12 17:13:03.907+00,25.3
2026-02-12 17:13:08.917+00,24.54
2026-02-12 17:13:14.016+00,25.04
2026-02-12 17:13:19.037+00,24.74
2026-02-12 17:13:23.957+00,24.95
2026-02-12 17:13:28.983+00,25.35
2026-02-12 17:13:34.113+00,24.71
2026-02-12 17:13:39.035+00,24.87
2026-02-12 17:13:44.061+00,25.25
2026-02-12 17:13:49.085+00,25.47
2026-02-12 17:13:54.01+00,24.66
2026-02-12 17:13:59.232+00,24.58
2026-02-12 17:14:04.052+00,25.03
2026-02-12 17:14:09.073+00,24.62
2026-02-12 17:14:14.099+00,24.88
2026-02-12 17:14:19.131+00,24.94
2026-02-12 17:14:24.04+00,24.93
2026-02-12 17:14:29.06+00,25.3
2026-02-12 17:14:34.081+00,24.53
2026-02-12 17:14:39.104+00,24.95
2026-02-12 17:14:44.123+00,25.4
2026-02-12 17:14:49.143+00,25.37
2026-02-12 17:14:54.061+00,24.68
2026-02-12 17:14:59.097+00,25.06
2026-02-12 17:15:04.104+00,25.33
2026-02-12 17:15:09.123+00,25.39
2026-02-12 17:15:14.357+00,25.02
2026-02-12 17:15:19.167+00,24.63
2026-02-12 17:15:47.017+00,25.02
2026-02-12 17:15:47.104+00,24.72
2026-02-12 17:15:47.106+00,24.96
2026-02-12 17:15:47.108+00,25.11
2026-02-12 17:15:47.11+00,24.98
2026-02-12 17:15:49.118+00,25.18
2026-02-12 17:15:54.101+00,25.4
2026-02-12 17:15:59.226+00,25.03
2026-02-12 17:16:04.067+00,24.69
2026-02-12 17:16:09.159+00,25.34
2026-02-12 17:16:14.177+00,24.9
2026-02-12 17:16:19.073+00,25.29
2026-02-12 17:16:24.114+00,24.73
2026-02-12 17:16:29.131+00,24.66
2026-02-12 17:16:34.083+00,24.62
2026-02-12 17:16:39.17+00,25.35
2026-02-12 17:16:44.189+00,24.73
2026-02-12 17:16:49.09+00,25.29
2026-02-12 17:16:54.128+00,24.53
2026-02-12 17:16:59.143+00,24.88
2026-02-12 17:17:04.088+00,25.39
2026-02-12 17:17:09.185+00,24.75
2026-02-12 17:17:14.203+00,24.63
2026-02-12 17:17:19.1+00,25.03
2026-02-12 17:17:24.134+00,25.42
2026-02-12 17:17:29.148+00,24.65
2026-02-12 17:17:34.081+00,24.93
2026-02-12 17:17:39.188+00,25.35
2026-02-12 17:17:44.191+00,24.91
2026-02-12 17:17:49.098+00,24.72
2026-02-12 17:17:54.117+00,24.94
2026-02-12 17:17:59.135+00,24.51
2026-02-12 17:18:04.163+00,25.2
2026-02-12 17:18:09.279+00,25.44
2026-02-12 17:18:14.402+00,24.85
2026-02-12 17:18:19.1+00,25.47
2026-02-12 17:18:24.153+00,24.93
2026-02-12 17:18:29.264+00,25.49
2026-02-12 17:18:34.214+00,24.51
2026-02-12 17:18:39.32+00,24.83
2026-02-12 17:18:44.079+00,25.46
2026-02-12 17:18:49.096+00,24.51
2026-02-12 17:18:54.113+00,24.64
2026-02-12 17:18:59.132+00,24.72
2026-02-12 17:19:04.149+00,24.79
2026-02-12 17:19:09.162+00,25.28
2026-02-12 17:19:14.181+00,25.17
2026-02-12 17:19:19.106+00,25.12
2026-02-12 17:19:24.115+00,25.13
2026-02-12 17:19:29.361+00,24.78
2026-02-12 17:19:34.149+00,25.45
2026-02-12 17:19:39.168+00,25.35
2026-02-12 17:19:44.093+00,25.11
2026-02-12 17:19:49.107+00,25.31
2026-02-12 17:19:54.123+00,24.92
2026-02-12 17:19:59.142+00,25.43
2026-02-12 17:20:04.157+00,24.74
2026-02-12 17:20:09.173+00,24.72
2026-02-12 17:20:14.085+00,24.94
2026-02-12 17:20:19.125+00,24.68
2026-02-12 17:20:24.124+00,25.01
2026-02-12 17:20:29.141+00,24.55
2026-02-12 17:20:34.158+00,24.77
2026-02-12 17:20:39.175+00,25.22
2026-02-12 17:20:44.097+00,24.7
2026-02-12 17:20:49.111+00,25.41
2026-02-12 17:20:54.14+00,24.88
2026-02-12 17:20:59.145+00,24.91
2026-02-12 17:21:04.164+00,24.57
2026-02-12 17:21:09.079+00,24.61
2026-02-12 17:21:14.098+00,24.76
2026-02-12 17:21:19.116+00,25.19
2026-02-12 17:21:24.134+00,25.11
2026-02-12 17:21:29.152+00,25.11
2026-02-12 17:21:34.172+00,25.05
2026-02-12 17:21:39.09+00,25.04
2026-02-12 17:21:44.106+00,24.87
2026-02-12 17:21:49.121+00,24.61
2026-02-12 17:21:54.138+00,24.82
2026-02-12 17:21:59.151+00,25.43
2026-02-12 17:22:04.176+00,25.08
2026-02-12 17:22:09.085+00,25.46
2026-02-12 17:22:14.11+00,25.4
2026-02-12 17:22:19.132+00,24.96
2026-02-12 17:23:16.637+00,25.32
2026-02-12 17:23:21.636+00,24.53
2026-02-12 17:23:26.633+00,24.5
2026-02-12 17:23:31.715+00,24.69
2026-02-12 17:23:36.728+00,24.7
2026-02-12 17:23:41.749+00,25.45
2026-02-12 17:23:46.661+00,25.49
2026-02-12 17:23:51.692+00,25.46
2026-02-12 17:23:56.698+00,25.4
2026-02-12 17:24:01.724+00,24.56
2026-02-12 17:24:06.737+00,24.5
2026-02-12 17:24:11.755+00,24.73
2026-02-12 17:24:16.638+00,25.29
2026-02-12 17:24:21.684+00,25.05
2026-02-12 17:24:26.705+00,24.78
2026-02-12 17:24:31.726+00,25.03
2026-02-12 17:24:36.841+00,24.91
2026-02-12 17:24:41.654+00,25.02
2026-02-12 17:24:46.636+00,25.28
2026-02-12 17:24:51.686+00,24.94
2026-02-12 17:24:56.749+00,25.48
2026-02-12 17:25:01.727+00,24.76
2026-02-12 17:25:06.743+00,24.69
2026-02-12 17:25:11.684+00,25.41
2026-02-12 17:25:16.855+00,24.63
2026-02-12 17:25:21.9+00,25.21
2026-02-12 17:25:26.727+00,24.74
2026-02-12 17:25:31.73+00,24.76
2026-02-12 17:25:36.755+00,25.26
2026-02-12 17:25:41.664+00,24.69
2026-02-12 17:25:46.683+00,24.61
2026-02-12 17:25:51.796+00,25.12
2026-02-12 17:25:56.712+00,25.25
2026-02-12 17:26:01.734+00,24.84
2026-02-12 17:26:06.758+00,25.01
2026-02-12 17:26:11.773+00,24.57
2026-02-12 17:26:16.702+00,25.33
2026-02-12 17:26:21.705+00,25.44
2026-02-12 17:26:26.736+00,24.59
2026-02-12 17:26:31.752+00,25.29
2026-02-12 17:26:36.785+00,24.77
2026-02-12 17:26:41.67+00,25.06
2026-02-12 17:26:47.986+00,25.35
2026-02-12 17:26:51.649+00,24.61
2026-02-12 17:26:56.94+00,25.02
2026-02-12 17:27:01.855+00,25.45
2026-02-12 17:27:06.791+00,25.27
2026-02-12 17:27:11.69+00,25.43
2026-02-12 17:27:16.706+00,25.04
2026-02-12 17:27:21.641+00,24.89
2026-02-12 17:27:26.739+00,24.82
2026-02-12 17:27:31.85+00,25.18
2026-02-12 17:27:36.662+00,24.88
2026-02-12 17:27:41.926+00,25.34
2026-02-12 17:27:47.417+00,24.59
2026-02-12 17:27:51.64+00,25.35
2026-02-12 17:27:56.745+00,25.47
2026-02-12 17:28:01.753+00,24.98
2026-02-12 17:28:06.773+00,24.91
2026-02-12 17:28:12.105+00,25.42
2026-02-12 17:28:16.708+00,25.46
2026-02-12 17:28:21.73+00,24.87
2026-02-12 17:37:51.203+00,25.49
2026-02-12 17:37:56.195+00,25.45
2026-02-12 17:38:01.284+00,24.98
2026-02-12 17:38:06.53+00,25.17
2026-02-12 17:38:11.336+00,24.83
2026-02-12 17:38:16.315+00,25.03
2026-02-12 17:38:21.372+00,25.44
2026-02-12 17:38:26.352+00,24.62
2026-02-12 17:38:31.265+00,25.36
2026-02-12 17:38:36.319+00,25.39
2026-02-12 17:38:41.203+00,24.64
2026-02-12 17:38:46.205+00,25.02
2026-02-12 17:38:51.329+00,24.91
2026-02-12 17:38:56.49+00,24.84
2026-02-12 17:39:01.366+00,24.92
2026-02-12 17:39:06.408+00,25.12
2026-02-12 17:39:11.513+00,24.69
2026-02-12 17:39:17.232+00,24.91
2026-02-12 17:39:21.25+00,24.85
2026-02-12 17:39:26.342+00,25.11
2026-02-12 17:39:31.818+00,25.24
2026-02-12 17:39:36.384+00,24.57
2026-02-12 17:39:41.579+00,24.62
2026-02-12 17:39:46.204+00,25.45
2026-02-12 17:39:52.253+00,25.26
2026-02-12 17:39:56.201+00,25.33
2026-02-12 17:40:02.827+00,24.8
2026-02-12 17:40:06.379+00,25.35
2026-02-12 17:40:11.294+00,24.55
2026-02-12 17:40:16.198+00,24.96
2026-02-12 17:40:21.225+00,25.42
2026-02-12 17:40:26.176+00,24.62
2026-02-12 17:40:31.25+00,24.58
2026-02-12 17:40:36.269+00,24.88
2026-02-12 17:40:41.285+00,24.54
2026-02-12 17:40:46.21+00,24.92
2026-02-12 17:40:51.231+00,25.1
2026-02-12 17:40:56.191+00,24.98
2026-02-12 17:41:01.255+00,24.68
2026-02-12 17:41:06.272+00,25.33
2026-02-12 17:41:12.632+00,24.57
2026-02-12 17:41:16.236+00,24.52
2026-02-12 17:41:21.228+00,24.83
2026-02-12 17:41:26.21+00,24.97
2026-02-12 17:41:31.26+00,25.44
2026-02-12 17:41:36.271+00,24.73
2026-02-12 17:41:41.289+00,25.44
2026-02-12 17:41:46.411+00,24.95
2026-02-12 17:41:51.222+00,24.75
2026-02-12 17:41:56.228+00,24.67
2026-02-12 17:42:01.173+00,24.53
2026-02-12 17:42:06.386+00,24.75
2026-02-12 17:42:11.286+00,25.39
2026-02-12 17:42:16.166+00,25
2026-02-12 17:42:21.22+00,24.96
2026-02-12 17:42:26.241+00,24.88
2026-02-12 17:42:31.222+00,24.66
2026-02-12 17:42:36.276+00,24.69
2026-02-12 17:42:41.188+00,24.62
2026-02-12 17:42:46.839+00,24.99
2026-02-12 17:42:51.173+00,24.79
2026-02-12 17:42:56.249+00,25.09
2026-02-12 17:43:01.179+00,25.26
2026-02-12 17:43:06.279+00,25.4
2026-02-12 17:43:11.21+00,24.61
2026-02-12 17:43:16.204+00,25.24
2026-02-12 17:43:21.226+00,25.03
2026-02-12 17:43:26.248+00,24.63
2026-02-12 17:43:31.165+00,25.38
2026-02-12 17:43:36.273+00,25.07
2026-02-12 17:43:41.198+00,24.9
2026-02-12 17:43:46.209+00,25.37
2026-02-12 17:43:51.222+00,25.08
2026-02-12 17:43:56.246+00,24.7
2026-02-12 17:44:01.155+00,24.88
2026-02-12 17:44:06.271+00,25.17
2026-02-12 17:44:11.185+00,25.36
2026-02-12 17:44:16.209+00,25.25
2026-02-12 17:44:21.223+00,25.17
2026-02-12 17:44:26.24+00,25.11
2026-02-12 17:44:31.26+00,25.15
2026-02-12 17:44:36.377+00,24.52
2026-02-12 17:44:41.296+00,24.98
2026-02-12 17:44:46.213+00,24.84
2026-02-12 17:44:51.171+00,24.57
2026-02-12 17:44:56.247+00,25.49
2026-02-12 17:45:01.261+00,25.31
2026-02-12 17:45:06.161+00,24.7
2026-02-12 17:45:11.198+00,25.28
2026-02-12 17:45:16.214+00,25.09
2026-02-12 17:45:21.155+00,25.18
2026-02-12 17:45:26.24+00,25.44
2026-02-12 17:45:31.259+00,24.89
2026-02-12 17:45:36.149+00,24.97
2026-02-12 17:45:41.194+00,25.47
2026-02-12 17:45:46.209+00,25.42
2026-02-12 17:45:51.151+00,24.99
2026-02-12 17:45:56.255+00,24.63
2026-02-12 17:46:01.367+00,25.32
2026-02-12 17:46:06.151+00,25.17
2026-02-12 17:46:11.193+00,24.9
2026-02-12 17:46:16.212+00,24.59
2026-02-12 17:46:21.155+00,24.79
2026-02-12 17:46:26.329+00,25.04
2026-02-12 17:46:31.264+00,25.25
2026-02-12 17:46:36.149+00,25.47
2026-02-12 17:46:41.301+00,25.01
2026-02-12 17:46:46.216+00,25.18
2026-02-12 17:46:51.149+00,25.14
2026-02-12 17:46:56.249+00,24.93
2026-02-12 17:47:01.275+00,25.18
2026-02-12 17:47:06.224+00,25.37
2026-02-12 17:47:11.202+00,25.49
2026-02-12 17:47:16.322+00,25.33
2026-02-12 17:47:21.151+00,24.7
2026-02-12 17:47:26.256+00,24.58
2026-02-12 17:47:31.176+00,24.55
2026-02-12 17:47:36.161+00,24.59
2026-02-12 17:47:41.2+00,24.67
2026-02-12 17:47:46.233+00,24.87
2026-02-12 17:47:51.152+00,24.81
2026-02-12 17:47:56.257+00,24.64
2026-02-12 17:48:01.174+00,24.83
2026-02-12 17:48:06.152+00,24.91
2026-02-12 17:48:11.209+00,24.74
2026-02-12 17:48:16.226+00,24.81
2026-02-12 17:48:21.173+00,25.33
2026-02-12 17:48:26.276+00,24.85
2026-02-12 17:48:31.187+00,24.63
2026-02-12 17:48:36.206+00,24.98
2026-02-12 17:48:41.16+00,25.28
2026-02-12 17:48:46.23+00,24.98
2026-02-12 17:48:51.153+00,25.2
2026-02-12 17:48:56.265+00,24.52
2026-02-12 17:49:01.182+00,24.92
2026-02-12 17:49:06.195+00,24.85
2026-02-12 17:49:11.154+00,25.31
2026-02-12 17:49:16.25+00,25.21
2026-02-12 17:49:21.249+00,25.43
2026-02-12 17:49:26.268+00,25.23
2026-02-12 17:49:31.186+00,24.97
2026-02-12 17:49:36.202+00,24.67
2026-02-12 17:49:41.151+00,24.53
2026-02-12 17:49:46.242+00,24.95
2026-02-12 17:49:51.253+00,25.36
2026-02-12 17:49:56.278+00,25.13
2026-02-12 17:50:01.188+00,24.65
2026-02-12 17:50:06.209+00,24.59
2026-02-12 17:50:11.223+00,24.83
2026-02-12 17:50:16.245+00,25.08
2026-02-12 17:50:21.257+00,25.27
2026-02-12 17:50:26.281+00,25.4
2026-02-12 17:50:31.191+00,24.67
2026-02-12 17:50:36.248+00,24.93
2026-02-12 17:50:41.229+00,24.79
2026-02-12 17:50:46.248+00,25.2
2026-02-12 17:50:51.263+00,24.84
2026-02-12 17:50:56.279+00,25.19
2026-02-12 17:51:01.198+00,25.11
2026-02-12 17:51:06.22+00,24.76
2026-02-12 17:51:11.229+00,24.51
2026-02-12 17:51:16.249+00,25.26
2026-02-12 17:51:21.266+00,25.08
2026-02-12 17:51:26.182+00,25.05
2026-02-12 17:51:31.199+00,25.29
2026-02-12 17:51:36.218+00,24.77
2026-02-12 17:51:41.235+00,24.55
2026-02-12 17:51:46.156+00,25.07
2026-02-12 17:51:51.269+00,24.75
2026-02-12 17:51:56.185+00,24.87
2026-02-12 17:52:01.204+00,25.31
2026-02-12 17:52:06.221+00,24.81
2026-02-12 17:52:11.238+00,25.04
2026-02-12 17:52:16.161+00,25.18
2026-02-12 17:52:21.273+00,24.57
2026-02-12 17:52:26.191+00,24.7
2026-02-12 17:52:31.212+00,25.4
2026-02-12 17:52:36.233+00,25.12
2026-02-12 17:52:41.246+00,24.93
2026-02-12 17:52:46.209+00,24.76
2026-02-12 17:52:51.178+00,25.16
2026-02-12 17:52:56.193+00,24.88
2026-02-12 17:53:01.213+00,25
2026-02-12 17:53:06.258+00,25.48
2026-02-12 17:53:11.249+00,24.56
2026-02-12 17:53:16.326+00,25.17
2026-02-12 17:53:21.182+00,24.95
2026-02-12 17:53:26.21+00,25.18
2026-02-12 17:53:31.318+00,24.77
2026-02-12 17:53:36.236+00,24.66
2026-02-12 17:53:41.255+00,24.61
2026-02-12 17:53:46.27+00,24.62
2026-02-12 17:53:51.185+00,25.4
2026-02-12 17:53:56.307+00,24.85
2026-02-12 17:54:01.223+00,24.59
2026-02-12 17:54:06.289+00,24.66
2026-02-12 17:54:11.256+00,25.3
2026-02-12 17:54:16.274+00,24.88
2026-02-12 17:54:21.169+00,24.79
2026-02-12 17:54:26.214+00,25.38
2026-02-12 17:54:31.237+00,24.53
2026-02-12 17:54:36.244+00,25.16
2026-02-12 17:54:41.262+00,25.08
2026-02-12 17:54:46.279+00,25.11
2026-02-12 17:54:51.165+00,24.67
2026-02-12 17:54:56.212+00,25.3
2026-02-12 17:55:01.231+00,25
2026-02-12 17:55:06.246+00,25.25
2026-02-12 17:55:11.264+00,25.11
2026-02-12 17:55:16.184+00,24.63
2026-02-12 17:55:21.185+00,25.22
2026-02-12 17:55:26.424+00,24.52
2026-02-12 17:55:31.24+00,24.9
2026-02-12 17:55:36.254+00,25.36
2026-02-12 17:55:41.269+00,24.85
2026-02-12 17:55:46.163+00,24.79
2026-02-12 17:55:51.169+00,24.63
2026-02-12 17:55:56.223+00,24.76
2026-02-12 17:56:01.239+00,24.63
2026-02-12 17:56:06.261+00,25.09
2026-02-12 17:56:11.277+00,25.45
2026-02-12 17:56:16.192+00,25.08
2026-02-12 17:56:21.208+00,24.97
2026-02-12 17:56:26.226+00,24.55
2026-02-12 17:56:31.243+00,24.79
2026-02-12 17:56:36.272+00,25.25
2026-02-12 17:56:41.28+00,24.68
2026-02-12 17:56:46.303+00,25.3
2026-02-12 17:56:51.214+00,24.87
2026-02-12 17:56:56.228+00,24.8
2026-02-12 17:57:01.249+00,24.8
2026-02-12 17:57:06.265+00,24.78
2026-02-12 17:57:11.303+00,25.31
2026-02-12 17:57:16.198+00,25.2
2026-02-12 17:57:21.219+00,25.43
2026-02-12 17:57:26.167+00,24.86
2026-02-12 17:57:31.256+00,24.68
2026-02-12 17:57:36.275+00,24.82
2026-02-12 17:57:41.29+00,25.4
2026-02-12 17:57:46.201+00,25.22
2026-02-12 17:57:51.221+00,24.63
2026-02-12 17:57:56.169+00,25.18
